name,party,member_type,screen_name,date,post_type,likes_count,comments_count,shares_count,message
Ted Poe,Republican,rep,106631626049851,2017-02-10,link,60,24,39,"TODAY'S TERRORISM UPDATE: You can see the daily terrorism updates by clicking on the image below.  Â· At least five people were killed and 19 wounded on Friday, in two suicide bombings that hit an Iraqi army position and a restaurant in eastern Mosul, a medical source said. A man believed to belong to ISIS blew himself up inside the Sayidati al-Jamila (""My Fair Lady"") restaurant at lunchtime, killing at least four people and wounding 15. The second attack was a suicide car-bomb that killed a soldier and wounded four others in the al-Nour district. Both districts were recently retaken from the terrorist group by U.S.-backed Iraqi forces. An explosive belt of the style usually worn by suicide bombers also blew up in a street of al-Zuhour without causing casualties.  Â·A powerful Syrian jihadist group has made rapid gains against more moderate factions in northern Hama and southern Idlib provinces in recent days, the Syrian Observatory for Human Rights monitoring group said on Friday. Jund al-Aqsa, which has had links with the al Qaedaâs branch in Syria, this week captured weapons and bases from groups operating under the Free Syrian Army (FSA) banner, and has detained dozens of rebel fighters.  Â·ISIS fighters have shifted to desert valleys and inland hills southeast of Tripoli as they seek to exploit Libya's political divisions after defeat in their former stronghold of Sirte, security officials say. The terrorists, believed to number several hundred and described as ""remnants"" of ISISâ Libya operation, are trying to foment chaos by cutting power and water supplies and to identify receptive local communities, the officials said. They are being monitored through aerial surveillance and on-the-ground intelligence, but Libyan officials said they cannot easily be targeted without advanced air power.  Â·Four people have been arrested in and around the southern French city of Montpellier on suspicion of planning an imminent terrorist attack in France, the interior ministry said on Friday. Police and judicial sources said those in custody included a 20-year-old man and his 16-year-old girlfriend, both known to authorities for connections with radical Islam, and said the attack had been due to take place in Paris. Police found TATP explosives and other bomb-making materials in the man's home.  Â·Russia intervened to halt a clash between Syrian government forces and Turkey-backed Syrian rebels in northern Syria, sources on both sides said on Friday, the first confrontation between them as both sides fight ISIS in the area. ISIS is under attack from separate campaigns in northern Syria by Russian-backed government forces and Turkey-backed rebels. The clash on Thursday near the IS-held city of al-Bab underlined the risk of the parallel offensives igniting new fighting between the government and its rebel enemies. Russia and Turkey have backed opposing sides in the war but recently started cooperating over Syria, brokering a truce between government forces and rebels and working together to try to revive peace talks.  Â·The top U.S. commander in Afghanistan said on Thursday he needs several thousand more international troops in order to break a stalemate in the long war with Taliban insurgents, signaling the matter may soon be put before President Donald Trump. So far, the Trump administration has offered little clarity about the possibility of more forces in Afghanistan, where some 8,400 U.S. troops remain more than 15 years after the Islamist Taliban government was toppled by U.S.-backed Afghan forces. A U.S. soldier was severely wounded in fighting in Afghanistan on Thursday, and  Army General John Nicholson, who leads U.S. and international forces in Afghanistan, acknowledged Taliban gains over the past year, when deployed U.S. forces were reduced even as security deteriorated.  Â·Fareed Mumuni, a 22 year-old man from New York City, admitted on Thursday that he had sought to provide support to ISIS and tried to kill an FBI agent with a knife when authorities came to his home to execute a search warrant in 2015. He was one of six young men in New York and New Jersey charged in a probe into what Assistant U.S. Attorney Alexander Solomon called a ""group of like-minded individuals who had pledged allegiance to ISIL.â  Â·The head of a new alliance of Syrian Islamist factions, including an al Qaeda affiliate, has promised to escalate attacks against the Syrian army and its Iranian-backed allies with the goal of toppling President Bashar al-Assad. Hashem al-Sheikh, leader of Hayat Tahrir al-Sham, which was formed last month, also said in his first video speech that the new grouping sought to ""liberate"" all of Syria's territory.  Â·Katibat Imam al Bukhari, also known as the Imam Bukhari Jamaat, has claimed an ambush on Afghan troops in northern Afghanistan in a statement released through the terrorist groupâs Telegram channel. The statement did not specify the Afghan province where the attack occurred. According to the statement, KIB jihadists destroyed three Afghan humvees in improvised explosive device (IED) blast before opening fire on soldiers. Additionally, the group claimed to kill four Afghan troops. Pictures showing the explosions and subsequent ambush were released alongside the statement.  Â·ISIS has claimed Wednesdayâs suicide assault on a hotel in the northern Somali town of Bosaso in a statement released online. The attack left at least four security guards and at least two gunmen dead. According to local media, militants affiliated with the Islamic State faction operating in the semi-autonomous region of Puntland stormed the Village Hotel in Bosaso. This prompted a fierce shootout between the militants and the hotelâs security guards, with four guards and at least two gunmen dying."
Ted Poe,Republican,rep,106631626049851,2017-02-13,photo,9,4,0,NA
Ted Poe,Republican,rep,106631626049851,2017-02-14,link,155,23,13,I was one of the first trial judges in Texas state to allow cameras in the courtroom. I did so without any problem and proved the cynics wrong. The American public should be able to view the proceedings on TV much like they do with C-SPAN when Congress is in session.
Ted Poe,Republican,rep,106631626049851,2017-02-15,video,74,22,28,"North Korea illegally launched yet another menacing ballistic missile. This was a high-tech, pre-fueled rocket that can be launched quickly. This type of rocket has a range of about 1,800 milesâthus, making it an immediate threat to South Korea and Japan as well as our troops that are stationed there."
Ted Poe,Republican,rep,106631626049851,2017-02-17,link,107,39,12,"Today we celebrate the return of my friend and colleague Colonel Sam Johnson! On his second tour of duty in Vietnam, Colonel Johnson was flying with the fighter squadron, when his plane was shot down by ground fire. On that fateful day in April, a foreign land claimed him captive. Despite being held in a Vietnam prisoner of war camp for 7 years he never wavered even while being beaten and tortured. He was a pillar of patriotism and strength. Welcome home!"
Ted Poe,Republican,rep,106631626049851,2017-02-16,link,79,22,15,"Government does not have the authority to unilaterally legalize widespread government hacking. Americans have rights. It is Congressâ responsibility to safeguard the constitutional rights of the people they represent from a power hungry Executive Branch. As such, we are moving to repeal this change that condones hacking the property of the very people we are entrusted to protect."
Ted Poe,Republican,rep,106631626049851,2017-02-17,link,29,25,16,"TODAY'S TERRORISM UPDATE: You can see the daily terrorism updates by clicking on the image below.  Â·Seven suspected Boko Haram fighters blew themselves on the outskirts of a northeast Nigerian city on Friday, a local aid agency said, in an attack witnesses said targeted refugees preparing to return to their home villages. The bombing took place outside Maiduguri, the population center at the heart of a government campaign to eradicate the Islamist group, whose more than seven-year insurgency has killed 15,000 people and forced some two million from their homes. The Borno State Emergency Management Agency said eight members of a local militia, the civilian Joint Task Force, were wounded in the attack.  Â·Pakistani security forces killed dozens of suspected militants on Friday, a day after ISIS claimed a suicide bombing that killed more than 80 worshippers at a Sufi shrine in the latest of a series of attacks across the country. The bombing at the famed Lal Shahbaz Qalandar shrine in southern Sindh province was Pakistan's deadliest attack in two years, killing at least 83 people and underlining the threat of terrorist groups like the Pakistani Taliban and ISIS.  Â·ISIS fighters are developing a network of passageways and tunnels in the narrow alleys of west Mosul that will enable them to hide and fight among the civilian population when Iraqi forces launch an attack that is expected any day now. Residents said the fighters have been opening passages in the walls between houses to allow them to move from block to block undetected, disappear after hit-and-run operations and track government troop movements. They have also opened sniper holes in buildings overlooking the Tigris river bisecting the city into east and west.  Â·Turkey's military said on Friday it was close to taking Syria's al-Bab from ISIS, but a war monitor said the jihadists still controlled 90 percent of the town itself and that shelling and air strikes had killed dozens of civilians in recent days. Al-Bab, an ISIS stronghold 20 miles from the Turkish border, has been a prime target since Turkey launched an incursion last August to push the jihadists from its frontier and prevent gains by a Kurdish militia also fighting them. Taking control of the town would deepen Turkish influence in an area of Syria where it has already effectively created a buffer zone and allow Turkish forces to press on towards Raqqa, Islamic State's de facto capital in Syria.  Â·The government of the restive far-western Xinjiang marched thousands of armed officers through the region's southern city of Hotan in a shock and awe campaign against what it says is the rising threat of terrorism and ethnic separatism. The large-scale parade in Hotan, a hotspot of ethnic tension in Xinjiang's southern Muslim Uighur heartland, involved thousands of armed police and paramilitary officers and was designed to ""show strength and intimidate"", according to a front-page report in the official Xinjiang Daily on Friday.  Â·U.S. and coalition military forces continued to attack ISIS conducting 15 strikes consisting of 19 engagements in Syria and nine strikes consisting of 16 engagements in Iraq."
Ted Poe,Republican,rep,106631626049851,2017-02-17,photo,37,15,0,"Enjoyed meeting with the Chancellor and Board of Trustees from Lone Star College this week. They are committed to preparing students to enter the workforce.   I also met with constituent JJ Williams from OptaSense, a company based in our district that works on fiber optic sensing that is used for national infrastructure security and monitoring."
Ted Poe,Republican,rep,106631626049851,2017-02-23,video,259,47,19,"I'm up here in Washington, but I heard that a 10-year-old neighbor of ours is going through a tough fight with leukemia. Please join me in sending prayers and well wishes. Stinky Joe's #1 Pit Crew  https://www.yahoo.com/beauty/moms-heartbreaking-photo-of-10-year-old-son-shows-painful-reality-of-cancer-150903458.html"
Ted Poe,Republican,rep,106631626049851,2017-02-24,video,200,27,58,"Today in 1836, William B. Travis penned his famous Travis letter. Travis was the Commander of the Texian rebels in the former mission, the Alamo. He sent a plea for help as they were surrounded by enemy forces commanded by Mexican dictator Santa Anna."
Ted Poe,Republican,rep,106631626049851,2017-02-24,status,390,169,8,"Thank you for your comments regarding this week's district work period(and yes I do read them all!) While I would MUCH rather be in Texas this week meeting with all of you, I am working here in Washington this week where I have been continuing treatment for Leukemia. I have chosen to do so mostly in Washington so that I do not miss votes on the House floor. Treatments are going well and I look forward to being back in Texas very soon! -TP"
Ted Poe,Republican,rep,106631626049851,2017-03-01,photo,131,1,18,NA
Ted Poe,Republican,rep,106631626049851,2017-03-01,video,159,23,16,"Yesterday I defended the Victims of Crime Fund and Violence Against Women Act  by testifying in front of the Commerce, Justice and Science Committee."
Ted Poe,Republican,rep,106631626049851,2017-03-02,photo,46,12,2,"Great to have so many neighbors in the office this week. Here are a few photos from meetings with JDRF, Texas A&M University Medical Student William Estes, and the Texas Credit Union."
Ted Poe,Republican,rep,106631626049851,2017-03-03,link,17,27,10,"Read the rest of this week's terrorism update by clicking on the link below:   Â·Five children and two women are receiving treatment for exposure to chemical agents near the Iraqi city of Mosul, where ISIS is fighting off an offensive by U.S.-backed Iraqi forces, the International Committee of the Red Cross said on Friday. The ICRC ""condemns in the strongest possible terms the use of chemical weapons during fighting around the Iraqi city of Mosul"", it said in a statement.  Â·Rival Kurdish groups clashed in Iraq's northwestern Sinjar region on Friday, two Kurdish security sources said. The deadly fighting erupted when Peshmerga Rojava forces moved towards the border with Syria, encroaching on territory controlled by a local affiliate of the Kurdistan Workers' Party (PKK). The unrest highlights the risk of conflict and turf war between the multiple forces arrayed against ISIS, many of which lean on regional patrons for political support and arms.  Â·The Russian Defense Ministry said on Friday that Russian military advisers had planned and overseen the Syrian army's recapture of the city of Palmyra and that Russian warplanes and special forces had played a decisive role. The Syrian army said on Thursday it had retaken the ancient city from ISIS for the second time in a year, with help from allied forces.  Â·Bangladeshi police have arrested the head of an Islamist terrorist group accused of inspiring followers to kill foreigners, the chief of the counter-terrorism unit said on Friday. Shaikh Mohammad Abul Kashem, who founded an offshoot of the larger Jamaat-ul-Mujahideen Bangladesh (JMB) group, was picked up on Thursday night in the Senpara Parbata area of the capital, Dhaka. Kashem worked alongside Canadian citizen Tamim Chowdhury and Nurul Islam Marjan, two men police accused of masterminding an attack on an upscale Dhaka cafe in July in which 22 people were killed, most of them foreigners.  Â·Residents in Yemen said U.S. soldiers fought two separate gun battles with al Qaeda overnight on Friday, supported by heavy aerial bombardment. If confirmed, it would be the first time Washington has deployed ground troops in the country since a Navy Seal was killed in a similar operation on January 29.  Just a day earlier, the United States said it carried out more than 20 precision strikes in Yemen targeting al Qaeda in the Arabian Peninsula on Thursday, in the first major operations against the group since a January raid by U.S. commandos. The Pentagon said the strikes targeted al Qaeda fighters, heavy weapons systems, equipment, infrastructure and the group's fighting positions. They were carried out in the Yemeni governorates of Abyan, Al Bayda and Shabwah.  Â·Mali's main jihadist groups said on Thursday they will merge under Islamist leader Iyad Ag-Ghali whose fighters have claimed multiple attacks on Malian, French and U.N. peacekeeping forces, Mauritania's Nouakchott News Agency (ANI) reported. ANI said Ag-Ghali's Ansar Dine would join with al-Mourabitoun, led by Algerian jihadist and smuggler Mokhtar Belmokhtar, which claimed responsibility for a suicide bomb attack on a military camp in northern Mali that killed up to 60 people and wounded more than 100 in January.  Â·Brussels police detained a man with suspected terrorist links who was found to be carrying two gas cylinders in his car after he was pulled over on Thursday for running a red light, officials said. After checks were conducted on the vehicle, prosecutors said that one of the cylinders was empty, and no explosive or mechanism of detonation was found in the car.  Â·Kenya said its forces had killed 57 Islamist al Shabaab terrorists in a battle in southern Somalia on Wednesday, but the group denied any of its fighters had died in the clash. Kenyan troops under the African Union command used artillery and helicopter gunships against the Islamists in Afmadow, a town about 60 miles inland from the port of Kismayu, Kenyan military spokesman Col. Joseph Owuoth said in a statement.  Â·On Wednesday the Taliban rejected US General John Nicholsonâs call for reconciliation after a press release announcing the death of Mullah Abdul Salam, the Talibanâs shadow emir for Kunduz province. US, European, and Afghan officials had been urging the Taliban to reconcile for well over a decade. But the Taliban had proven unwilling to negotiate a peace deal and join the government, even after suffering setbacks. In his response the Taliban spokesman, Zabihulllah Mujahid, said that the Taliban would fight until NATO forces withdraw from Afghanistan and âaccept the lawful demands of the valiant Afghan,â which means the return of a Taliban government."
Ted Poe,Republican,rep,106631626049851,2017-03-07,photo,42,7,2,"This morning I proudly stood with one of our neighbors, James Moriarty in honoring his son Jimmy Moriarty (U.S. Army, Green Beret). On November 4, 2016, a team of Green Berets were ambushed by a Jordanian guard upon returning to their base in Jafar, Jordan. More questions than answers remain about the attack and circumstances surrounding their death. I stand with the Moriarity family in their mission to ensure that Jordan tells the truth and delivers justice to the killer.   http://www.washingtonexaminer.com/fathers-of-3-green-berets-killed-in-jordan-demand-answers-from-white-house/article/2616679"
Ted Poe,Republican,rep,106631626049851,2017-03-08,link,89,315,34,"I have read the American Health Care Act and will continue to evaluate the legislation as it moves through the committee process: it will be voted on by the Ways and Means and Energy and Commerce Committees. I hope that during this process, certain provisions will be added to a final healthcare package, like allowing people to buy insurance across state lines for example. However, I am pleased that this bill follows through on the promise to repeal and replace Obamacareâbecause Obamacare is a failure and not sustainable. This bill provides a clear path for a smooth transition back to a patient centered system, ensuring that the rug is not pulled out from under anyone. It  protects patients with pre-existing conditions and ensures that young Americans can remain on their parents plans. Most importantly, it provides more affordable choices for the American people and returns control over their healthcare back to them.  ***As the bill moves through the committee process, I would like to hear what YOU think before I take a vote on the House floor. I need this information to better represent you.   You can read the bill HERE: https://housegop.leadpages.co/healthcare/  Please comment right below this post with your thoughts.**"
